index	 |	 c12	 c1t	 c1b	 c1tb	 c1e	 
42	 |	 -0.0937624	 -0.0170153	 -0.00478479	 -4.61e-06	 0	 
43	 |	 -0.0822853	 -0.0157114	 -0.00293314	 1.978e-05	 -0.00148412	 
44	 |	 -0.0850605	 -0.0169309	 -0.00450214	 1.319e-05	 -0.00085212	 
45	 |	 -0.0856009	 -0.0175421	 -0.00485978	 -3.56e-06	 0	 
46	 |	 -0.0421323	 -0.0212187	 -0.00363458	 1.9e-07	 -0.00138191	 
47	 |	 -0.0448434	 -0.0224371	 -0.00521923	 -6.59e-06	 -0.00078561	 
48	 |	 -0.0445505	 -0.0230111	 -0.00560701	 -9.66e-06	 0	 
49	 |	 -0.0265518	 -0.0259436	 -0.0042662	 -3.938e-05	 -0.00135816	 
50	 |	 -0.0285942	 -0.0270698	 -0.00590517	 -5.474e-05	 -0.00074106	 
51	 |	 -0.0287911	 -0.0272976	 -0.00624685	 -6.206e-05	 0	 
52	 |	 -0.01818	 -0.029502	 -0.00484044	 -0.00019172	 -0.00124224	 
53	 |	 -0.0200694	 -0.0306076	 -0.00649318	 -0.00022013	 -0.00066976	 
54	 |	 -0.0202555	 -0.0310193	 -0.00686923	 -0.00026124	 0	 
55	 |	 -0.012952	 -0.0321869	 -0.00532819	 -0.0004972	 -0.00109407	 
56	 |	 -0.0146848	 -0.033523	 -0.00702633	 -0.00051076	 -0.00057245	 
57	 |	 -0.0147308	 -0.0333489	 -0.00735943	 -0.00052907	 0	 
58	 |	 -0.00719683	 -0.0356636	 -0.00606922	 -0.00158745	 -0.00083548	 
59	 |	 -0.00821121	 -0.0372337	 -0.00783317	 -0.00161664	 -0.00040745	 
60	 |	 -0.00848347	 -0.0374327	 -0.00811506	 -0.00160747	 0	 
61	 |	 -0.00326922	 -0.0381463	 -0.00677104	 -0.00433357	 -0.00052899	 
62	 |	 -0.00393091	 -0.0400396	 -0.00855661	 -0.00438068	 -0.00027527	 
63	 |	 -0.00397234	 -0.0403775	 -0.00882259	 -0.00441186	 0	 
64	 |	 -0.00138787	 -0.0399039	 -0.00724388	 -0.00972018	 -0.00022802	 
65	 |	 -0.00161726	 -0.0417579	 -0.0090844	 -0.00979304	 -0.00011346	 
66	 |	 -0.00179054	 -0.0420524	 -0.00937576	 -0.00975234	 0	 
67	 |	 -0.00064212	 -0.0404963	 -0.0074613	 -0.0161114	 -0.00010381	 
68	 |	 -0.00067047	 -0.0425237	 -0.00932381	 -0.0162082	 -5.726e-05	 
69	 |	 -0.00054331	 -0.0424295	 -0.00962338	 -0.0163057	 0	 
70	 |	 0	 -0.0407833	 -0.00766811	 -0.190633	 0	 
71	 |	 0	 -0.0430319	 -0.00947814	 -0.190723	 0	 
72	 |	 0	 -0.0429255	 -0.00978846	 -0.190747	 0	 
73	 |	 -0.157522	 -0.0124794	 -0.00243458	 2.41e-06	 -1.898e-05	 
74	 |	 -0.160526	 -0.0132838	 -0.00375966	 2.484e-05	 -2.555e-05	 
75	 |	 -0.160858	 -0.0133254	 -0.00394392	 5.11e-06	 0	 
76	 |	 -0.0927317	 -0.0148496	 -0.00272495	 1.73e-06	 -2.024e-05	 
77	 |	 -0.0958227	 -0.0157372	 -0.00406864	 2.587e-05	 -2.594e-05	 
78	 |	 -0.0955891	 -0.0159201	 -0.00428384	 3.1e-06	 0	 
79	 |	 -0.0844647	 -0.0154349	 -0.00279623	 8.5e-07	 -2.063e-05	 
80	 |	 -0.087068	 -0.016315	 -0.00416182	 2.581e-05	 -2.605e-05	 
81	 |	 -0.0871553	 -0.016563	 -0.00436232	 3.09e-06	 0	 
82	 |	 -0.0440258	 -0.0210572	 -0.00348787	 2.087e-05	 -2.944e-05	 
83	 |	 -0.046425	 -0.0219838	 -0.00490093	 -2.804e-05	 -2.663e-05	 
84	 |	 -0.0459991	 -0.0220668	 -0.00508872	 -2.754e-05	 0	 
85	 |	 -0.0283163	 -0.0254043	 -0.00414364	 -0.00011345	 -2.093e-05	 
86	 |	 -0.0304026	 -0.0266688	 -0.0056085	 -0.0001456	 -2.756e-05	 
87	 |	 -0.0303663	 -0.0266422	 -0.00580742	 -0.00013294	 0	 
88	 |	 -0.0196624	 -0.0290718	 -0.00471922	 -0.00031541	 -1.865e-05	 
89	 |	 -0.021195	 -0.0303384	 -0.00622504	 -0.00051253	 -2.381e-05	 
90	 |	 -0.0214664	 -0.0303612	 -0.00643699	 -0.00038412	 0	 
91	 |	 -0.0142721	 -0.0316902	 -0.00523549	 -0.00076449	 -1.945e-05	 
92	 |	 -0.0156865	 -0.0331169	 -0.00678564	 -0.00077929	 -2.519e-05	 
93	 |	 -0.0157208	 -0.0332471	 -0.00700055	 -0.00083001	 0	 
94	 |	 -0.00821315	 -0.035253	 -0.00599474	 -0.00226193	 -1.601e-05	 
95	 |	 -0.00917008	 -0.0367818	 -0.00763071	 -0.00217443	 -1.934e-05	 
96	 |	 -0.00913766	 -0.0368053	 -0.00786414	 -0.00219406	 0	 
97	 |	 -0.0040716	 -0.0379245	 -0.00673456	 -0.00541426	 -1.386e-05	 
98	 |	 -0.004541	 -0.0397403	 -0.00843906	 -0.00543914	 -1.578e-05	 
99	 |	 -0.00452677	 -0.0395393	 -0.00871147	 -0.00574719	 0	 
100	 |	 -0.00171535	 -0.0399056	 -0.00720224	 -0.0112499	 -1.868e-05	 
101	 |	 -0.00196759	 -0.041604	 -0.00900651	 -0.011188	 -1.245e-05	 
102	 |	 -0.00204069	 -0.0416168	 -0.00923278	 -0.0113971	 0	 
103	 |	 -0.00078915	 -0.0402116	 -0.00745262	 -0.0178934	 -1.024e-05	 
104	 |	 -0.00096651	 -0.0420804	 -0.00929485	 -0.0180395	 -8.82e-06	 
105	 |	 -0.00091994	 -0.0424609	 -0.00949235	 -0.0180607	 0	 
106	 |	 0	 -0.0411617	 -0.00765326	 -0.20667	 0	 
107	 |	 0	 -0.043019	 -0.00950728	 -0.207012	 0	 
108	 |	 0	 -0.0428795	 -0.00959893	 -0.206722	 0	 
109	 |	 -0.154415	 -0.0294927	 -0.00571759	 1.5e-07	 -0.005655	 
110	 |	 -0.157873	 -0.0301743	 -0.00739428	 1.231e-05	 -0.00205221	 
111	 |	 -0.158398	 -0.0317922	 -0.00799932	 -3.77e-06	 0	 
112	 |	 -0.0899929	 -0.0320628	 -0.0060289	 3.8e-07	 -0.00510062	 
113	 |	 -0.0929021	 -0.0327193	 -0.00767616	 1.549e-05	 -0.00191663	 
114	 |	 -0.094044	 -0.0340464	 -0.00825791	 -5.42e-06	 0	 
115	 |	 -0.0817181	 -0.0328289	 -0.00610446	 1e-07	 -0.00497206	 
116	 |	 -0.0845208	 -0.0335043	 -0.00774858	 1.319e-05	 -0.0018817	 
117	 |	 -0.0850769	 -0.0347353	 -0.00833144	 -3.56e-06	 0	 
118	 |	 -0.0419186	 -0.0387238	 -0.00684706	 3.3e-07	 -0.00403454	 
119	 |	 -0.0439266	 -0.0394298	 -0.00850139	 -6.6e-06	 -0.00168576	 
120	 |	 -0.0443252	 -0.0401043	 -0.00896432	 -9.66e-06	 0	 
121	 |	 -0.0262535	 -0.0435779	 -0.00755261	 -3.949e-05	 -0.00334438	 
122	 |	 -0.0282966	 -0.0441843	 -0.00915663	 -5.473e-05	 -0.00138476	 
123	 |	 -0.0283328	 -0.0446426	 -0.00961541	 -6.206e-05	 0	 
124	 |	 -0.0179142	 -0.0473819	 -0.00820752	 -0.00019169	 -0.00272477	 
125	 |	 -0.0196904	 -0.0475201	 -0.00980741	 -0.00022012	 -0.0011812	 
126	 |	 -0.0200265	 -0.0484557	 -0.0102048	 -0.00026116	 0	 
127	 |	 -0.0128151	 -0.0500429	 -0.00874022	 -0.00049689	 -0.00230446	 
128	 |	 -0.0143959	 -0.0504286	 -0.0103421	 -0.00051075	 -0.00100074	 
129	 |	 -0.0146087	 -0.0511133	 -0.0107239	 -0.00052901	 0	 
130	 |	 -0.00722486	 -0.0538129	 -0.00955209	 -0.00158707	 -0.0014988	 
131	 |	 -0.00830681	 -0.0540624	 -0.0111481	 -0.00158227	 -0.00070174	 
132	 |	 -0.00851584	 -0.0544866	 -0.011485	 -0.00160756	 0	 
133	 |	 -0.00346399	 -0.0565871	 -0.0102896	 -0.00433819	 -0.00079165	 
134	 |	 -0.00397987	 -0.0570747	 -0.0118754	 -0.00438094	 -0.0004256	 
135	 |	 -0.00412858	 -0.0573463	 -0.0122371	 -0.00441163	 0	 
136	 |	 -0.00144573	 -0.0582853	 -0.0108201	 -0.00970846	 -0.00035723	 
137	 |	 -0.00180196	 -0.0587513	 -0.0124174	 -0.0097925	 -0.00018399	 
138	 |	 -0.00187959	 -0.0589462	 -0.0126592	 -0.00975171	 0	 
139	 |	 -0.00064716	 -0.0590406	 -0.0110388	 -0.0161049	 -0.00013867	 
140	 |	 -0.00091972	 -0.0594077	 -0.0126286	 -0.0162083	 -9.492e-05	 
141	 |	 -0.00086865	 -0.0596662	 -0.0128683	 -0.0162986	 0	 
142	 |	 0	 -0.0594256	 -0.0112367	 -0.189064	 0	 
143	 |	 0	 -0.0601414	 -0.0128374	 -0.189101	 0	 
144	 |	 0	 -0.0601895	 -0.0130759	 -0.18896	 0	 
145	 |	 -0.158916	 -0.0283845	 -0.00530459	 1.166e-05	 -0.00251046	 
146	 |	 -0.16119	 -0.0289775	 -0.00684901	 1.592e-05	 -0.00112655	 
147	 |	 -0.161081	 -0.0294495	 -0.00731472	 -7.7e-07	 0	 
148	 |	 -0.0945398	 -0.0311775	 -0.00562965	 1.16e-05	 -0.00235658	 
149	 |	 -0.096569	 -0.0317819	 -0.00716131	 1.765e-05	 -0.00107973	 
150	 |	 -0.0970275	 -0.0324952	 -0.0076256	 5.27e-06	 0	 
151	 |	 -0.086101	 -0.03187	 -0.00570502	 1.152e-05	 -0.00232278	 
152	 |	 -0.0882656	 -0.0324344	 -0.00725262	 1.806e-05	 -0.00107131	 
153	 |	 -0.0878706	 -0.0329628	 -0.00769469	 5.36e-06	 0	 
154	 |	 -0.0449802	 -0.0381849	 -0.00647725	 3.95e-06	 -0.0020742	 
155	 |	 -0.0464813	 -0.0382997	 -0.00804779	 1.612e-05	 -0.00094709	 
156	 |	 -0.0466922	 -0.039041	 -0.00846414	 -6.93e-06	 0	 
157	 |	 -0.0287482	 -0.0428587	 -0.00721392	 -5.53e-05	 -0.00188939	 
158	 |	 -0.0307042	 -0.0431351	 -0.00877143	 -7.306e-05	 -0.00087701	 
159	 |	 -0.0305804	 -0.04384	 -0.00916568	 -6.295e-05	 0	 
160	 |	 -0.0201275	 -0.0465657	 -0.00788457	 -0.00025185	 -0.00161497	 
161	 |	 -0.0212539	 -0.0470806	 -0.00950739	 -0.00017418	 -0.00073999	 
162	 |	 -0.0213017	 -0.0474984	 -0.00985236	 -0.00026867	 0	 
163	 |	 -0.0146687	 -0.0495448	 -0.00844962	 -0.00060796	 -0.00137132	 
164	 |	 -0.0156647	 -0.049868	 -0.0100463	 -0.00057472	 -0.00063968	 
165	 |	 -0.0160565	 -0.0502625	 -0.0103562	 -0.00056632	 0	 
166	 |	 -0.00837621	 -0.0534059	 -0.00933214	 -0.00170159	 -0.00099686	 
167	 |	 -0.00914335	 -0.0537944	 -0.0109363	 -0.00187054	 -0.0004363	 
168	 |	 -0.00927415	 -0.0540812	 -0.011247	 -0.00175879	 0	 
169	 |	 -0.00401855	 -0.0563288	 -0.0101808	 -0.00457187	 -0.00060384	 
170	 |	 -0.00446415	 -0.056865	 -0.0118	 -0.00460677	 -0.00027008	 
171	 |	 -0.00460762	 -0.0570437	 -0.012046	 -0.00463546	 0	 
172	 |	 -0.00176419	 -0.0582729	 -0.0107496	 -0.00999748	 -0.00025586	 
173	 |	 -0.00188953	 -0.0587387	 -0.0123668	 -0.0100707	 -0.0001146	 
174	 |	 -0.00190736	 -0.0589589	 -0.0126064	 -0.0101124	 0	 
175	 |	 -0.00078271	 -0.0589381	 -0.011011	 -0.0165971	 -0.00012469	 
176	 |	 -0.00078585	 -0.0597077	 -0.0126197	 -0.0166772	 -7.133e-05	 
177	 |	 -0.0008957	 -0.0596985	 -0.0128385	 -0.0167077	 0	 
178	 |	 0	 -0.059451	 -0.0112305	 -0.191062	 0	 
179	 |	 0	 -0.0601213	 -0.0128397	 -0.191055	 0	 
180	 |	 0	 -0.0602299	 -0.0131209	 -0.190661	 0	 
181	 |	 -0.162981	 -0.0279386	 -0.00504485	 1.912e-05	 -5.052e-05	 
182	 |	 -0.164662	 -0.0283012	 -0.00639406	 -4.23e-06	 -4.923e-05	 
183	 |	 -0.164509	 -0.0282096	 -0.00660637	 -3.22e-06	 0	 
184	 |	 -0.0972698	 -0.0308797	 -0.00538931	 1.889e-05	 -6.207e-05	 
185	 |	 -0.098795	 -0.0309101	 -0.00672274	 -4.35e-06	 -4.01e-05	 
186	 |	 -0.099236	 -0.0310039	 -0.00694956	 -4.9e-07	 0	 
187	 |	 -0.0889972	 -0.0315551	 -0.00546795	 1.881e-05	 -6.259e-05	 
188	 |	 -0.0904604	 -0.0315824	 -0.00680441	 -4.33e-06	 -4.01e-05	 
189	 |	 -0.0905313	 -0.0315448	 -0.00699466	 -6.9e-07	 0	 
190	 |	 -0.0479107	 -0.037626	 -0.00625141	 -6.8e-06	 -5.658e-05	 
191	 |	 -0.0490604	 -0.0377486	 -0.00764643	 -2.206e-05	 -4.299e-05	 
192	 |	 -0.049241	 -0.0377581	 -0.00785945	 -2.605e-05	 0	 
193	 |	 -0.0314501	 -0.0425028	 -0.00701336	 -0.00015635	 -5.908e-05	 
194	 |	 -0.0319112	 -0.0430685	 -0.00845325	 -6.781e-05	 -4.076e-05	 
195	 |	 -0.0322904	 -0.042697	 -0.00865114	 -8.232e-05	 0	 
196	 |	 -0.0222512	 -0.0463081	 -0.00769334	 -0.00046103	 -5.863e-05	 
197	 |	 -0.0229573	 -0.0467827	 -0.00917776	 -9.152e-05	 -4.077e-05	 
198	 |	 -0.0231129	 -0.0464958	 -0.00936337	 -0.00042051	 0	 
199	 |	 -0.0165068	 -0.0492595	 -0.00828956	 -0.00086552	 -5.847e-05	 
200	 |	 -0.0169941	 -0.0495915	 -0.00975384	 -0.00084484	 -4.268e-05	 
201	 |	 -0.0172504	 -0.049445	 -0.00997748	 -0.00081445	 0	 
202	 |	 -0.00971276	 -0.0532021	 -0.00920122	 -0.00236073	 -5.281e-05	 
203	 |	 -0.0101207	 -0.0533537	 -0.0106944	 -0.00236265	 -3.353e-05	 
204	 |	 -0.0101752	 -0.0534996	 -0.0109509	 -0.00231725	 0	 
205	 |	 -0.00483461	 -0.056025	 -0.0100847	 -0.00567419	 -4.524e-05	 
206	 |	 -0.00522025	 -0.0568137	 -0.011604	 -0.00560817	 -3.679e-05	 
207	 |	 -0.00512075	 -0.0566855	 -0.0118778	 -0.00573233	 0	 
208	 |	 -0.00213083	 -0.0578956	 -0.010685	 -0.0115197	 -3.257e-05	 
209	 |	 -0.00217005	 -0.0586237	 -0.012258	 -0.0115032	 -2.662e-05	 
210	 |	 -0.0021469	 -0.0588126	 -0.0125212	 -0.0115924	 0	 
211	 |	 -0.00094396	 -0.0587466	 -0.0109794	 -0.0183632	 -2.105e-05	 
212	 |	 -0.00104727	 -0.0594715	 -0.0125763	 -0.0185458	 -1.452e-05	 
213	 |	 -0.00094869	 -0.0596231	 -0.0128196	 -0.0184424	 0	 
214	 |	 0	 -0.0596122	 -0.0112212	 -0.206669	 0	 
215	 |	 0	 -0.0601101	 -0.0128465	 -0.207503	 0	 
216	 |	 0	 -0.0603286	 -0.0130672	 -0.207081	 0	 
217	 |	 -0.153713	 -0.165585	 -0.029146	 2.05e-06	 -0.00727773	 
218	 |	 -0.156495	 -0.166318	 -0.0296734	 2.484e-05	 -0.00264215	 
219	 |	 -0.157568	 -0.169046	 -0.0301759	 5.12e-06	 0	 
220	 |	 -0.0902522	 -0.168425	 -0.0296117	 1.2e-06	 -0.00658388	 
221	 |	 -0.0935231	 -0.168792	 -0.03005	 2.587e-05	 -0.00245873	 
222	 |	 -0.0920746	 -0.17048	 -0.0307679	 3.11e-06	 0	 
223	 |	 -0.0822182	 -0.169027	 -0.0297239	 8.5e-07	 -0.0064041	 
224	 |	 -0.0853407	 -0.169329	 -0.0302066	 2.581e-05	 -0.00247462	 
225	 |	 -0.0853509	 -0.171826	 -0.0306934	 3.08e-06	 0	 
226	 |	 -0.0429945	 -0.174925	 -0.0307663	 2.087e-05	 -0.00493472	 
227	 |	 -0.044986	 -0.175575	 -0.0313296	 -2.806e-05	 -0.00204985	 
228	 |	 -0.0453397	 -0.176503	 -0.0317583	 -2.754e-05	 0	 
229	 |	 -0.0271952	 -0.180377	 -0.031717	 -0.00011347	 -0.00410774	 
230	 |	 -0.0294181	 -0.179658	 -0.0321836	 -0.00014565	 -0.00182228	 
231	 |	 -0.0291531	 -0.181836	 -0.0325398	 -0.00013299	 0	 
232	 |	 -0.0191406	 -0.183824	 -0.0326822	 -0.00031641	 -0.0034459	 
233	 |	 -0.0208831	 -0.183571	 -0.0329787	 -0.00051258	 -0.00158176	 
234	 |	 -0.0210375	 -0.184454	 -0.0332604	 -0.0003844	 0	 
235	 |	 -0.014074	 -0.186244	 -0.0333676	 -0.00076448	 -0.00284575	 
236	 |	 -0.0154811	 -0.186362	 -0.033676	 -0.0007793	 -0.00128571	 
237	 |	 -0.0152336	 -0.186723	 -0.0339503	 -0.00083004	 0	 
238	 |	 -0.00804914	 -0.190016	 -0.0344118	 -0.00226214	 -0.00199682	 
239	 |	 -0.00908418	 -0.189543	 -0.0346686	 -0.00218044	 -0.00096082	 
240	 |	 -0.00915864	 -0.19091	 -0.0348692	 -0.00218498	 0	 
241	 |	 -0.00383263	 -0.193058	 -0.0353739	 -0.00541342	 -0.0011218	 
242	 |	 -0.00461821	 -0.193181	 -0.0353895	 -0.00542869	 -0.0004488	 
243	 |	 -0.00445289	 -0.194004	 -0.0357716	 -0.00574774	 0	 
244	 |	 -0.00158597	 -0.19525	 -0.0357572	 -0.0112377	 -0.0003597	 
245	 |	 -0.00209268	 -0.194724	 -0.0361981	 -0.0111909	 -0.00028541	 
246	 |	 -0.0019688	 -0.195276	 -0.0361437	 -0.0113962	 0	 
247	 |	 -0.00072859	 -0.196262	 -0.036213	 -0.0178923	 -0.00018122	 
248	 |	 -0.0010903	 -0.196219	 -0.0364415	 -0.0180415	 -0.00013894	 
249	 |	 -0.00101574	 -0.195997	 -0.0365482	 -0.0180573	 0	 
250	 |	 0	 -0.196709	 -0.0362989	 -0.191266	 0	 
251	 |	 0	 -0.196583	 -0.0364985	 -0.191211	 0	 
252	 |	 0	 -0.197114	 -0.0367342	 -0.191292	 0	 
253	 |	 -0.16055	 -0.164065	 -0.0285204	 1.91e-05	 -0.00328314	 
254	 |	 -0.162734	 -0.164506	 -0.0289607	 -4.24e-06	 -0.0014731	 
255	 |	 -0.161515	 -0.165306	 -0.0292728	 3.604e-05	 0	 
256	 |	 -0.0963226	 -0.167469	 -0.0289548	 1.861e-05	 -0.00309933	 
257	 |	 -0.0970914	 -0.167202	 -0.0293902	 -4.29e-06	 -0.00164032	 
258	 |	 -0.0983135	 -0.168432	 -0.029689	 -7.3e-07	 0	 
259	 |	 -0.0878339	 -0.168	 -0.0290581	 1.856e-05	 -0.00305923	 
260	 |	 -0.0889543	 -0.168173	 -0.0294885	 -4.27e-06	 -0.00145649	 
261	 |	 -0.0872471	 -0.16962	 -0.0298364	 -6.9e-07	 0	 
262	 |	 -0.0472375	 -0.173874	 -0.0302309	 -6.39e-06	 -0.00279386	 
263	 |	 -0.0477544	 -0.174292	 -0.030571	 -2.207e-05	 -0.00118451	 
264	 |	 -0.0482426	 -0.174989	 -0.0309399	 -2.607e-05	 0	 
265	 |	 -0.0304986	 -0.178768	 -0.0312965	 -0.0001574	 -0.00233284	 
266	 |	 -0.0315619	 -0.178715	 -0.031637	 -6.774e-05	 -0.00124658	 
267	 |	 -0.0318656	 -0.179728	 -0.0319017	 -9.494e-05	 0	 
268	 |	 -0.0219199	 -0.182431	 -0.0322045	 -0.00047317	 -0.00192404	 
269	 |	 -0.022401	 -0.182958	 -0.0325097	 -9.158e-05	 -0.00092459	 
270	 |	 -0.023113	 -0.183416	 -0.032809	 -0.00042064	 0	 
271	 |	 -0.0163217	 -0.185328	 -0.0329772	 -0.00086718	 -0.00169366	 
272	 |	 -0.0167335	 -0.185382	 -0.03322	 -0.0008453	 -0.00083249	 
273	 |	 -0.016967	 -0.186238	 -0.033527	 -0.00081505	 0	 
274	 |	 -0.00948686	 -0.18978	 -0.0341324	 -0.00236423	 -0.00124388	 
275	 |	 -0.0100332	 -0.189168	 -0.0342034	 -0.00236442	 -0.00080563	 
276	 |	 -0.0100749	 -0.189996	 -0.0345772	 -0.00231842	 0	 
277	 |	 -0.00491094	 -0.192767	 -0.0349373	 -0.00566256	 -0.00053915	 
278	 |	 -0.00503213	 -0.192702	 -0.0354302	 -0.00560419	 -0.00042872	 
279	 |	 -0.00504268	 -0.193451	 -0.0355719	 -0.005733	 0	 
280	 |	 -0.00230933	 -0.195002	 -0.0358538	 -0.0115285	 -0.00026335	 
281	 |	 -0.00212579	 -0.195349	 -0.0361707	 -0.0115041	 -0.00027757	 
282	 |	 -0.00213024	 -0.195248	 -0.0362366	 -0.0115933	 0	 
283	 |	 -0.00105245	 -0.196352	 -0.0365501	 -0.0183393	 -0.00012089	 
284	 |	 -0.00083379	 -0.196583	 -0.036646	 -0.0185466	 -1.073e-05	 
285	 |	 -0.0011746	 -0.196051	 -0.036757	 -0.0184736	 0	 
286	 |	 0	 -0.196887	 -0.0365334	 -0.192995	 0	 
287	 |	 0	 -0.196616	 -0.0364913	 -0.193043	 0	 
288	 |	 0	 -0.197119	 -0.0367186	 -0.193168	 0	 
289	 |	 -0.165034	 -0.163666	 -0.0280031	 -5.7e-07	 -9.729e-05	 
290	 |	 -0.166984	 -0.163683	 -0.0282385	 8.9e-07	 -4.739e-05	 
291	 |	 -0.165299	 -0.162846	 -0.0282469	 -4.05e-06	 0	 
292	 |	 -0.101129	 -0.166558	 -0.0285062	 -7.9e-07	 -0.00010323	 
293	 |	 -0.101134	 -0.16658	 -0.0287756	 4e-07	 -4.538e-05	 
294	 |	 -0.100822	 -0.166586	 -0.0287543	 -3.24e-06	 0	 
295	 |	 -0.0927918	 -0.167243	 -0.0286271	 -2.78e-06	 -0.00010247	 
296	 |	 -0.0923474	 -0.16728	 -0.028883	 2.7e-07	 -4.456e-05	 
297	 |	 -0.0919293	 -0.167414	 -0.0288819	 -3.28e-06	 0	 
298	 |	 -0.0506953	 -0.173033	 -0.0298229	 -9.78e-06	 -0.00010208	 
299	 |	 -0.0498504	 -0.173594	 -0.0302881	 -9.58e-06	 -5.261e-05	 
300	 |	 -0.0509059	 -0.173283	 -0.0301053	 -3.015e-05	 0	 
301	 |	 -0.0333462	 -0.178462	 -0.0309025	 -0.00010216	 -7.395e-05	 
302	 |	 -0.0336317	 -0.178828	 -0.0313036	 -3.085e-05	 -4.373e-05	 
303	 |	 -0.0353234	 -0.176493	 -0.0311479	 -0.00018035	 0	 
304	 |	 -0.0242807	 -0.18225	 -0.0319153	 -0.00069029	 -8.949e-05	 
305	 |	 -0.0241319	 -0.182405	 -0.0323169	 -0.00041955	 -4.217e-05	 
306	 |	 -0.0254692	 -0.180794	 -0.0321137	 -0.00073295	 0	 
307	 |	 -0.0182383	 -0.185271	 -0.0326953	 -0.00142042	 -8.109e-05	 
308	 |	 -0.0181574	 -0.185227	 -0.0331351	 -0.0014005	 -4.251e-05	 
309	 |	 -0.0187717	 -0.185457	 -0.0330062	 -0.00142199	 0	 
310	 |	 -0.0112676	 -0.189451	 -0.0339779	 -0.00338689	 -5.443e-05	 
311	 |	 -0.0112231	 -0.189262	 -0.0342218	 -0.00336335	 -3.088e-05	 
312	 |	 -0.0111223	 -0.189297	 -0.034211	 -0.00335313	 0	 
313	 |	 -0.00565494	 -0.192866	 -0.0351281	 -0.00679246	 -4.453e-05	 
