index	 |	 c12	 c13	 c14	 c1t	 c1b	 c23	 c24	 c2t	 c2b	 
50	 |	 -0.0117296	 -0.188045	 -0.0178758	 0	 -0.014525	 -0.00322772	 -0.158353	 0	 -0.00490396	 
51	 |	 -0.0136688	 -0.113006	 -0.0165866	 0	 -0.0115133	 -0.00236594	 -0.0939605	 0	 -0.00064956	 
52	 |	 -0.0140103	 -0.113699	 -0.017588	 0	 -0.0147688	 -0.00327936	 -0.0944765	 0	 -0.00501949	 
53	 |	 -0.0141461	 -0.102987	 -0.0165031	 0	 -0.0116331	 -0.0024341	 -0.085536	 0	 -0.00064879	 
54	 |	 -0.0143396	 -0.104153	 -0.0176205	 0	 -0.0148263	 -0.00337814	 -0.086072	 0	 -0.00500271	 
55	 |	 -0.0185818	 -0.0554335	 -0.0151109	 0	 -0.0128674	 -0.00275189	 -0.0461483	 0	 -0.00066767	 
56	 |	 -0.0191324	 -0.0563926	 -0.0159905	 0	 -0.0157856	 -0.00362563	 -0.0469555	 0	 -0.00500662	 
57	 |	 -0.0235628	 -0.0271543	 -0.0120224	 0	 -0.0153678	 -0.0030859	 -0.0234783	 0	 -0.00080883	 
58	 |	 -0.02399	 -0.0280986	 -0.0128948	 0	 -0.0177221	 -0.00386077	 -0.0241701	 0	 -0.00518862	 
59	 |	 -0.0259232	 -0.0165409	 -0.00980229	 0	 -0.0175809	 -0.00312802	 -0.0154274	 0	 -0.00119136	 
60	 |	 -0.0264988	 -0.0174846	 -0.0105635	 0	 -0.0198692	 -0.00385316	 -0.0161416	 0	 -0.00557259	 
61	 |	 -0.028015	 -0.00793863	 -0.00676629	 0	 -0.0211057	 -0.00278537	 -0.0089349	 0	 -0.00232764	 
62	 |	 -0.0286694	 -0.00862366	 -0.00737229	 0	 -0.0233659	 -0.00335335	 -0.00937464	 0	 -0.00647271	 
63	 |	 -0.0292798	 0	 0	 0	 -0.031657	 0	 0	 0	 -0.0135347	 
64	 |	 -0.0301544	 0	 0	 0	 -0.0330859	 0	 0	 0	 -0.0136658	 
65	 |	 -0.0113147	 -0.193295	 -0.0162998	 0	 -0.0101709	 -0.00266154	 -0.157883	 0	 -0.00059225	 
66	 |	 -0.0115045	 -0.192157	 -0.0171852	 0	 -0.012654	 -0.00394567	 -0.158003	 0	 -0.0045627	 
67	 |	 -0.0136185	 -0.116275	 -0.0162523	 0	 -0.0107168	 -0.00281337	 -0.0938215	 0	 -0.00061025	 
68	 |	 -0.0137608	 -0.116682	 -0.0169478	 0	 -0.0130084	 -0.00411201	 -0.094558	 0	 -0.00461054	 
69	 |	 -0.014158	 -0.106409	 -0.0161891	 0	 -0.0108552	 -0.00284151	 -0.0854946	 0	 -0.00061369	 
70	 |	 -0.0144169	 -0.106825	 -0.0169764	 0	 -0.0131952	 -0.00413059	 -0.0857896	 0	 -0.00456864	 
71	 |	 -0.0185264	 -0.0578763	 -0.0148698	 0	 -0.0122413	 -0.003058	 -0.0459787	 0	 -0.00063899	 
72	 |	 -0.0190437	 -0.0587879	 -0.0155791	 0	 -0.0144225	 -0.00426517	 -0.0464426	 0	 -0.00463753	 
73	 |	 -0.0235322	 -0.0287226	 -0.0119138	 0	 -0.0149229	 -0.00343182	 -0.0233784	 0	 -0.00077467	 
74	 |	 -0.0239548	 -0.0293634	 -0.0125665	 0	 -0.0168397	 -0.00467442	 -0.0237185	 0	 -0.0048079	 
75	 |	 -0.0259355	 -0.0176322	 -0.00964133	 0	 -0.0172486	 -0.00344074	 -0.0153243	 0	 -0.0011445	 
76	 |	 -0.0265248	 -0.018139	 -0.0103893	 0	 -0.0192774	 -0.00449135	 -0.0157608	 0	 -0.00533047	 
77	 |	 -0.0279941	 -0.0083688	 -0.00668502	 0	 -0.0209918	 -0.00294635	 -0.00883932	 0	 -0.0023094	 
78	 |	 -0.0287027	 -0.00896942	 -0.0072359	 0	 -0.0230852	 -0.00387728	 -0.00915018	 0	 -0.00623062	 
79	 |	 -0.0292976	 0	 0	 0	 -0.0317371	 0	 0	 0	 -0.0135579	 
80	 |	 -0.0301722	 0	 0	 0	 -0.0331122	 0	 0	 0	 -0.0138845	 
81	 |	 -0.0113127	 -0.194998	 -0.0161931	 0	 -0.00967983	 -0.0042498	 -0.158142	 0	 -0.00028915	 
82	 |	 -0.0113894	 -0.194293	 -0.0168324	 0	 -0.0110005	 -0.00680052	 -0.158044	 0	 -0.00256268	 
83	 |	 -0.0136239	 -0.118134	 -0.0161521	 0	 -0.010258	 -0.00437775	 -0.09364	 0	 -0.000297	 
84	 |	 -0.0137421	 -0.117761	 -0.0166419	 0	 -0.0115608	 -0.00680982	 -0.0936712	 0	 -0.00259885	 
85	 |	 -0.0141392	 -0.108207	 -0.0161061	 0	 -0.0104024	 -0.00437779	 -0.085309	 0	 -0.00029993	 
86	 |	 -0.0142704	 -0.10769	 -0.0167972	 0	 -0.0117003	 -0.00678809	 -0.0854548	 0	 -0.002615	 
87	 |	 -0.0185379	 -0.0593004	 -0.0148248	 0	 -0.0118712	 -0.00457048	 -0.0456085	 0	 -0.00032328	 
88	 |	 -0.0188995	 -0.0599935	 -0.0150949	 0	 -0.0131452	 -0.00693254	 -0.0457979	 0	 -0.00276884	 
89	 |	 -0.0235354	 -0.0297681	 -0.0118188	 0	 -0.0146491	 -0.00493757	 -0.0230111	 0	 -0.00046325	 
90	 |	 -0.023994	 -0.0306782	 -0.012408	 0	 -0.0159305	 -0.00702813	 -0.0236612	 0	 -0.00303243	 
91	 |	 -0.0259482	 -0.0184311	 -0.00957651	 0	 -0.0170784	 -0.00494251	 -0.014959	 0	 -0.00081971	 
92	 |	 -0.0264593	 -0.0194627	 -0.0100044	 0	 -0.0184227	 -0.00677727	 -0.0155234	 0	 -0.00341035	 
93	 |	 -0.0280175	 -0.00893505	 -0.00655814	 0	 -0.0208439	 -0.00432459	 -0.00849044	 0	 -0.00198544	 
94	 |	 -0.0286829	 -0.00975139	 -0.00728465	 0	 -0.0223851	 -0.00594449	 -0.00876205	 0	 -0.00475217	 
95	 |	 -0.0292692	 0	 0	 0	 -0.0316579	 0	 0	 0	 -0.0136075	 
96	 |	 -0.0301699	 0	 0	 0	 -0.0331443	 0	 0	 0	 -0.0139092	 
97	 |	 -0.0137566	 -0.190125	 -0.0465071	 0	 -0.046942	 -0.00033309	 -0.158027	 0	 -0.00034182	 
98	 |	 -0.015465	 -0.194783	 -0.0515555	 0	 -0.0568824	 -0.0010807	 -0.157781	 0	 -0.00262366	 
99	 |	 -0.0164382	 -0.115799	 -0.0489151	 0	 -0.0474999	 -0.00041512	 -0.0932179	 0	 -0.00034187	 
100	 |	 -0.0181117	 -0.124521	 -0.054262	 0	 -0.0571826	 -0.00131842	 -0.0925696	 0	 -0.00260001	 
101	 |	 -0.0170455	 -0.105384	 -0.0495532	 0	 -0.0476676	 -0.00042065	 -0.0849627	 0	 -0.00034375	 
102	 |	 -0.0189226	 -0.11467	 -0.0545521	 0	 -0.0571621	 -0.00134261	 -0.0844581	 0	 -0.00261624	 
103	 |	 -0.0225182	 -0.0574577	 -0.0552367	 0	 -0.0493453	 -0.00042784	 -0.0447873	 0	 -0.00036139	 
104	 |	 -0.0243101	 -0.0699232	 -0.060144	 0	 -0.0578378	 -0.00144878	 -0.0447429	 0	 -0.00270115	 
105	 |	 -0.0294526	 -0.0289426	 -0.0619116	 0	 -0.0524861	 -0.00042655	 -0.0215121	 0	 -0.00039237	 
106	 |	 -0.0313841	 -0.0387897	 -0.0653323	 0	 -0.0592885	 -0.00152819	 -0.0217712	 0	 -0.00297289	 
107	 |	 -0.0334098	 -0.0176875	 -0.0641125	 0	 -0.0550874	 -0.00049459	 -0.0128422	 0	 -0.00040156	 
108	 |	 -0.0353942	 -0.0257144	 -0.0672189	 0	 -0.0609248	 -0.00161809	 -0.0132217	 0	 -0.0030344	 
109	 |	 -0.0371564	 -0.00735686	 -0.0482913	 0	 -0.0578376	 -0.00044764	 -0.00620896	 0	 -0.00041106	 
110	 |	 -0.0391031	 -0.0114694	 -0.0497299	 0	 -0.062327	 -0.00148666	 -0.00656291	 0	 -0.00293578	 
111	 |	 -0.0402029	 0	 0	 0	 -0.0790015	 0	 0	 0	 -0.00539484	 
112	 |	 -0.0419051	 0	 0	 0	 -0.0815334	 0	 0	 0	 -0.00565633	 
113	 |	 -0.0137784	 -0.19427	 -0.0464108	 0	 -0.0456874	 -0.0004624	 -0.156895	 0	 -0.00029657	 
114	 |	 -0.0147881	 -0.203237	 -0.0514941	 0	 -0.0531687	 -0.00152468	 -0.157412	 0	 -0.00238537	 
115	 |	 -0.0163391	 -0.119357	 -0.0490574	 0	 -0.0465283	 -0.00047422	 -0.0931736	 0	 -0.0003058	 
116	 |	 -0.0176607	 -0.130716	 -0.0547466	 0	 -0.0539277	 -0.00160394	 -0.0925687	 0	 -0.00240692	 
117	 |	 -0.0169472	 -0.108825	 -0.0496806	 0	 -0.0466839	 -0.00048265	 -0.0849383	 0	 -0.00030743	 
118	 |	 -0.018298	 -0.121319	 -0.0553235	 0	 -0.0540648	 -0.00161841	 -0.0844461	 0	 -0.00242837	 
119	 |	 -0.0226136	 -0.0602408	 -0.0551082	 0	 -0.0485427	 -0.00059138	 -0.0447899	 0	 -0.00032095	 
120	 |	 -0.0239909	 -0.0732648	 -0.0595175	 0	 -0.0550873	 -0.00179274	 -0.044676	 0	 -0.00252749	 
121	 |	 -0.0294505	 -0.0307065	 -0.0617639	 0	 -0.0519011	 -0.00066114	 -0.0213719	 0	 -0.00034972	 
122	 |	 -0.0314159	 -0.0408898	 -0.0653452	 0	 -0.0575827	 -0.0018081	 -0.0218236	 0	 -0.00279144	 
123	 |	 -0.0334453	 -0.0188421	 -0.0640888	 0	 -0.0546999	 -0.00071679	 -0.012863	 0	 -0.00035761	 
124	 |	 -0.0352973	 -0.0271408	 -0.0669746	 0	 -0.0596455	 -0.0019618	 -0.0130683	 0	 -0.00278455	 
125	 |	 -0.0371979	 -0.0078182	 -0.0481621	 0	 -0.0577127	 -0.00071753	 -0.00607225	 0	 -0.00037421	 
126	 |	 -0.0388218	 -0.0121546	 -0.0497083	 0	 -0.0618795	 -0.00172591	 -0.00647604	 0	 -0.00274734	 
127	 |	 -0.0399699	 0	 0	 0	 -0.0790022	 0	 0	 0	 -0.00537443	 
128	 |	 -0.0418889	 0	 0	 0	 -0.0813922	 0	 0	 0	 -0.00569363	 
129	 |	 -0.0137727	 -0.198113	 -0.0465515	 0	 -0.0449515	 -0.00144453	 -0.15713	 0	 -9.852e-05	 
130	 |	 -0.0149321	 -0.212157	 -0.0516763	 0	 -0.0487067	 -0.00263703	 -0.157713	 0	 -0.00150069	 
131	 |	 -0.016377	 -0.122058	 -0.0491687	 0	 -0.04581	 -0.00159253	 -0.0931135	 0	 -0.0001025	 
132	 |	 -0.0177865	 -0.137521	 -0.0539915	 0	 -0.0495507	 -0.00264722	 -0.0926297	 0	 -0.00145	 
133	 |	 -0.0168738	 -0.111725	 -0.0496358	 0	 -0.0459569	 -0.0016016	 -0.0845467	 0	 -0.00010357	 
134	 |	 -0.0184232	 -0.126391	 -0.0547713	 0	 -0.0497397	 -0.00269982	 -0.085527	 0	 -0.00157715	 
135	 |	 -0.0222199	 -0.062307	 -0.0549114	 0	 -0.0479614	 -0.00169933	 -0.044677	 0	 -0.00011552	 
136	 |	 -0.0237373	 -0.078446	 -0.0592471	 0	 -0.0515366	 -0.00286004	 -0.0451887	 0	 -0.00165218	 
137	 |	 -0.0292993	 -0.0328514	 -0.0617825	 0	 -0.0514647	 -0.00181494	 -0.0213131	 0	 -0.00013685	 
138	 |	 -0.0310172	 -0.0445191	 -0.0652416	 0	 -0.0549138	 -0.00302099	 -0.0214605	 0	 -0.00172642	 
139	 |	 -0.0333289	 -0.0203299	 -0.0642126	 0	 -0.0544537	 -0.00179581	 -0.0127298	 0	 -0.0001745	 
140	 |	 -0.0352073	 -0.0302098	 -0.0667191	 0	 -0.0578762	 -0.00303152	 -0.0129872	 0	 -0.00187121	 
141	 |	 -0.0371152	 -0.00919955	 -0.0479489	 0	 -0.0575147	 -0.00168834	 -0.00596271	 0	 -0.00018227	 
142	 |	 -0.0391056	 -0.013763	 -0.0493321	 0	 -0.0608943	 -0.00273183	 -0.00646013	 0	 -0.0019468	 
143	 |	 -0.04	 0	 0	 0	 -0.0791685	 0	 0	 0	 -0.00543281	 
144	 |	 -0.041881	 0	 0	 0	 -0.0814512	 0	 0	 0	 -0.0056475	 
