index	 |	 c12	 c1t	 c1b	 c1tb	 c1e	 
160	 |	 -0.0243568	 -0.0471435	 -0.0128107	 -0.0005046	 -0.00123559	 
161	 |	 -0.0256284	 -0.0472428	 -0.0145979	 -0.00050415	 -0.00048427	 
162	 |	 -0.0256302	 -0.0472695	 -0.0147718	 -0.00052698	 0	 
163	 |	 -0.017792	 -0.0500403	 -0.0138641	 -0.00110552	 -0.00101817	 
164	 |	 -0.0185706	 -0.0502071	 -0.0155814	 -0.00106864	 -0.00037758	 
165	 |	 -0.0188676	 -0.0505856	 -0.0158052	 -0.00110751	 0	 
166	 |	 -0.00990176	 -0.0541147	 -0.0154897	 -0.00329977	 -0.00066292	 
167	 |	 -0.010543	 -0.0543363	 -0.0172405	 -0.00327308	 -0.00023981	 
168	 |	 -0.0105419	 -0.0545508	 -0.017383	 -0.00331973	 0	 
169	 |	 -0.00452327	 -0.057392	 -0.01692	 -0.00834388	 -0.00034997	 
170	 |	 -0.00477556	 -0.0578242	 -0.0187204	 -0.00834042	 -0.00010278	 
171	 |	 -0.00484067	 -0.0577438	 -0.0189086	 -0.00836363	 0	 
172	 |	 -0.00181056	 -0.0591093	 -0.0177205	 -0.0174061	 -0.00012882	 
173	 |	 -0.00188339	 -0.0596555	 -0.0195596	 -0.017467	 -3.806e-05	 
174	 |	 -0.0017559	 -0.0600287	 -0.0198196	 -0.0173383	 0	 
175	 |	 -0.00069216	 -0.0598978	 -0.0180835	 -0.0276257	 -4.25e-05	 
176	 |	 -0.00076876	 -0.0603813	 -0.0199134	 -0.0274702	 -1.727e-05	 
177	 |	 -0.00077719	 -0.0607161	 -0.0201506	 -0.0275088	 0	 
178	 |	 0	 -0.0605897	 -0.0183711	 -0.272689	 0	 
179	 |	 0	 -0.0608862	 -0.0201411	 -0.272827	 0	 
180	 |	 0	 -0.0609012	 -0.0202637	 -0.272308	 0	 
181	 |	 -0.19113	 -0.0279815	 -0.00795972	 -6e-08	 -4.72e-06	 
182	 |	 -0.192805	 -0.0282999	 -0.00950277	 -7.3e-07	 -3.02e-06	 
183	 |	 -0.191704	 -0.0283293	 -0.00963647	 1.744e-05	 0	 
184	 |	 -0.114989	 -0.0307956	 -0.00852875	 2.5e-07	 -5.3e-06	 
185	 |	 -0.115475	 -0.0310598	 -0.010083	 1.3e-07	 -5.08e-06	 
186	 |	 -0.116163	 -0.0310754	 -0.0102208	 1.869e-05	 0	 
187	 |	 -0.105098	 -0.0315	 -0.00866598	 3.8e-07	 -3.35e-06	 
188	 |	 -0.10567	 -0.031739	 -0.0102287	 2.2e-07	 -2.04e-06	 
189	 |	 -0.106287	 -0.0317355	 -0.0103664	 1.914e-05	 0	 
190	 |	 -0.0560773	 -0.0377629	 -0.0100754	 5.42e-06	 -7.75e-06	 
191	 |	 -0.0566615	 -0.0378173	 -0.0116908	 -1e-08	 -2.5e-06	 
192	 |	 -0.0564386	 -0.0378498	 -0.0117541	 -2.492e-05	 0	 
193	 |	 -0.0366459	 -0.0428147	 -0.0114588	 -0.00024328	 -6.23e-06	 
194	 |	 -0.0373475	 -0.0428543	 -0.0130766	 -3.262e-05	 -3.87e-06	 
195	 |	 -0.0373008	 -0.0432308	 -0.0131699	 -0.00021667	 0	 
196	 |	 -0.0258403	 -0.0467571	 -0.0127059	 -0.00067754	 -5.23e-06	 
197	 |	 -0.0266026	 -0.0466374	 -0.0142655	 -0.00062144	 -4.94e-06	 
198	 |	 -0.0265551	 -0.0470816	 -0.0144033	 -0.00070896	 0	 
199	 |	 -0.0188865	 -0.0498499	 -0.0137763	 -0.00143356	 -4.46e-06	 
200	 |	 -0.0193797	 -0.0497488	 -0.0154073	 -0.00142368	 -3.58e-06	 
201	 |	 -0.019457	 -0.049964	 -0.0154925	 -0.00154392	 0	 
202	 |	 -0.0107407	 -0.0539575	 -0.0154289	 -0.00388264	 -4.24e-06	 
203	 |	 -0.0111678	 -0.0542315	 -0.017096	 -0.00395133	 -1.71e-06	 
204	 |	 -0.0110662	 -0.0544672	 -0.0172677	 -0.00393945	 0	 
205	 |	 -0.00486621	 -0.0574399	 -0.0168992	 -0.00933801	 -3.56e-06	 
206	 |	 -0.00503374	 -0.057675	 -0.0186584	 -0.00945335	 -2.2e-06	 
207	 |	 -0.00508183	 -0.0580187	 -0.0188089	 -0.00940931	 0	 
208	 |	 -0.00184851	 -0.0592892	 -0.0177868	 -0.0187741	 -7.4e-07	 
209	 |	 -0.00194854	 -0.0597502	 -0.0195234	 -0.0186818	 -4.48e-06	 
210	 |	 -0.0018537	 -0.0599816	 -0.0197671	 -0.0186647	 0	 
211	 |	 -0.00069556	 -0.0599704	 -0.0180627	 -0.0289816	 -3.8e-06	 
212	 |	 -0.00075569	 -0.0603933	 -0.0199302	 -0.0290628	 -1.87e-06	 
213	 |	 -0.00075953	 -0.0607275	 -0.0201048	 -0.0290656	 0	 
214	 |	 0	 -0.0605667	 -0.0183979	 -0.295001	 0	 
215	 |	 0	 -0.0608599	 -0.0201428	 -0.295817	 0	 
216	 |	 0	 -0.0610566	 -0.0203173	 -0.295276	 0	 
217	 |	 -0.183287	 -0.164609	 -0.045759	 5.02e-06	 -0.00755795	 
218	 |	 -0.185893	 -0.165204	 -0.0462687	 -2.77e-06	 -0.00225004	 
219	 |	 -0.186294	 -0.166342	 -0.0465346	 -1.015e-05	 0	 
220	 |	 -0.10877	 -0.16771	 -0.0464706	 5.97e-06	 -0.00672694	 
221	 |	 -0.111338	 -0.168161	 -0.0468163	 -2.55e-06	 -0.00196954	 
222	 |	 -0.110919	 -0.168774	 -0.0473103	 -9.23e-06	 0	 
223	 |	 -0.0990233	 -0.168464	 -0.046656	 6.41e-06	 -0.00660137	 
224	 |	 -0.102076	 -0.168787	 -0.0470411	 -4.57e-06	 -0.00193713	 
225	 |	 -0.1016	 -0.169394	 -0.0474792	 -8.49e-06	 0	 
226	 |	 -0.0514347	 -0.1746	 -0.0484546	 -2.124e-05	 -0.0053028	 
227	 |	 -0.0541574	 -0.174538	 -0.0488061	 -1.851e-05	 -0.00162936	 
228	 |	 -0.0549986	 -0.175672	 -0.0490831	 -5.467e-05	 0	 
229	 |	 -0.0335829	 -0.179501	 -0.0501661	 -0.00014794	 -0.00416702	 
230	 |	 -0.035312	 -0.179411	 -0.0504384	 -0.00021223	 -0.00139989	 
231	 |	 -0.035448	 -0.180078	 -0.0508196	 -0.00021115	 0	 
232	 |	 -0.0232996	 -0.183233	 -0.0515883	 -0.00058063	 -0.00326664	 
233	 |	 -0.0252789	 -0.183426	 -0.0518731	 -0.00061837	 -0.00109757	 
234	 |	 -0.0255173	 -0.183372	 -0.0520904	 -0.00064613	 0	 
235	 |	 -0.0169236	 -0.186223	 -0.0528904	 -0.00129864	 -0.00259147	 
236	 |	 -0.0189845	 -0.18609	 -0.053007	 -0.0013424	 -0.00074713	 
237	 |	 -0.0187799	 -0.186417	 -0.0531772	 -0.00130606	 0	 
238	 |	 -0.00950076	 -0.190445	 -0.0546191	 -0.00368516	 -0.00155332	 
239	 |	 -0.0106664	 -0.190409	 -0.0547974	 -0.00368786	 -0.00038877	 
240	 |	 -0.0106037	 -0.190039	 -0.0548164	 -0.00372129	 0	 
241	 |	 -0.00449566	 -0.193665	 -0.0561648	 -0.00894828	 -0.00076933	 
242	 |	 -0.00501198	 -0.193659	 -0.0563138	 -0.00902821	 -0.0003381	 
243	 |	 -0.00493699	 -0.193351	 -0.0560422	 -0.00906564	 0	 
244	 |	 -0.00174443	 -0.195818	 -0.0571646	 -0.0181921	 -0.00030156	 
245	 |	 -0.00211373	 -0.195481	 -0.0570913	 -0.0181913	 -9.489e-05	 
246	 |	 -0.00193375	 -0.19584	 -0.0572191	 -0.0187328	 0	 
247	 |	 -0.00073823	 -0.196529	 -0.0574254	 -0.0283139	 -1.748e-05	 
248	 |	 -0.00099925	 -0.19669	 -0.0574028	 -0.0284319	 -6.207e-05	 
249	 |	 -0.00082254	 -0.196475	 -0.0575566	 -0.0284412	 0	 
250	 |	 0	 -0.19713	 -0.0577396	 -0.271405	 0	 
251	 |	 0	 -0.1971	 -0.0578105	 -0.271567	 0	 
252	 |	 0	 -0.196974	 -0.0577492	 -0.271272	 0	 
253	 |	 -0.190826	 -0.163865	 -0.0449269	 2.7e-07	 -0.002916	 
254	 |	 -0.190897	 -0.164284	 -0.0453046	 -7.4e-07	 -0.00086149	 
255	 |	 -0.189345	 -0.165195	 -0.0455198	 1.743e-05	 0	 
256	 |	 -0.11475	 -0.166798	 -0.0457653	 1.134e-05	 -0.00263325	 
257	 |	 -0.11502	 -0.167066	 -0.0461228	 1.4e-07	 -0.00109982	 
258	 |	 -0.113901	 -0.168947	 -0.0462553	 1.794e-05	 0	 
259	 |	 -0.10427	 -0.167586	 -0.0459698	 1.138e-05	 -0.00258068	 
260	 |	 -0.105335	 -0.167914	 -0.0462674	 2.2e-07	 -0.00095116	 
261	 |	 -0.104718	 -0.167417	 -0.0465459	 1.913e-05	 0	 
262	 |	 -0.0557413	 -0.173823	 -0.047999	 5.35e-06	 -0.0021358	 
263	 |	 -0.0560498	 -0.174208	 -0.0482342	 -1e-08	 -0.00059922	 
264	 |	 -0.0563869	 -0.174701	 -0.0483701	 -2.492e-05	 0	 
265	 |	 -0.0366216	 -0.17897	 -0.0497663	 -0.00021785	 -0.00169963	 
266	 |	 -0.0375842	 -0.178903	 -0.0498807	 -3.263e-05	 -0.0004872	 
267	 |	 -0.037179	 -0.179368	 -0.0502381	 -0.00020936	 0	 
268	 |	 -0.0263134	 -0.182117	 -0.0512695	 -0.00067559	 -0.00147958	 
269	 |	 -0.0265549	 -0.182935	 -0.0514841	 -0.0006215	 -0.00044316	 
270	 |	 -0.0263915	 -0.182966	 -0.0517234	 -0.00070888	 0	 
271	 |	 -0.0187654	 -0.185831	 -0.0525823	 -0.00146978	 -0.00113024	 
272	 |	 -0.0197398	 -0.185606	 -0.052659	 -0.00142379	 -0.00049812	 
273	 |	 -0.0194597	 -0.18611	 -0.0527924	 -0.00154312	 0	 
274	 |	 -0.0105948	 -0.190241	 -0.0544466	 -0.00388419	 -0.00069676	 
275	 |	 -0.0112938	 -0.189954	 -0.0545313	 -0.00395486	 -0.00038783	 
276	 |	 -0.0117789	 -0.189479	 -0.0543339	 -0.0039418	 0	 
277	 |	 -0.00544971	 -0.193416	 -0.0561089	 -0.00934137	 -0.00021232	 
278	 |	 -0.00538058	 -0.193509	 -0.0561548	 -0.0094571	 -0.00019367	 
279	 |	 -0.00520337	 -0.193773	 -0.0562264	 -0.00940979	 0	 
280	 |	 -0.00204292	 -0.195716	 -0.0570266	 -0.0187572	 2.354e-05	 
281	 |	 -0.00204242	 -0.195841	 -0.0570164	 -0.0186798	 -8.71e-05	 
282	 |	 -0.00199101	 -0.195716	 -0.0572812	 -0.0186679	 0	 
283	 |	 -0.00094634	 -0.196586	 -0.0574093	 -0.0289268	 3.22e-06	 
284	 |	 -0.00069153	 -0.19661	 -0.0575869	 -0.0290602	 -5.31e-05	 
285	 |	 -0.00090317	 -0.196525	 -0.0575566	 -0.0290895	 0	 
286	 |	 0	 -0.197311	 -0.0577723	 -0.274339	 0	 
287	 |	 0	 -0.19731	 -0.0577696	 -0.274287	 0	 
288	 |	 0	 -0.196992	 -0.0577566	 -0.274067	 0	 
289	 |	 -0.19416	 -0.163747	 -0.0448042	 6e-08	 8.02e-06	 
290	 |	 -0.193308	 -0.163707	 -0.0448257	 1.18e-06	 -1.74e-06	 
291	 |	 -0.193559	 -0.163377	 -0.0448066	 -2.78e-06	 0	 
292	 |	 -0.117078	 -0.166792	 -0.0455981	 -6e-08	 3.89e-05	 
293	 |	 -0.116435	 -0.166121	 -0.0456341	 1.06e-06	 -4.27e-06	 
294	 |	 -0.116546	 -0.165349	 -0.0456213	 -2.29e-06	 0	 
295	 |	 -0.107324	 -0.167509	 -0.0458055	 -1.4e-07	 3.858e-05	 
296	 |	 -0.106927	 -0.166817	 -0.0458314	 9.9e-07	 -4.96e-06	 
297	 |	 -0.107131	 -0.16606	 -0.0458262	 -2.1e-06	 0	 
298	 |	 -0.0578106	 -0.173861	 -0.0477973	 -2.273e-05	 4.6e-06	 
299	 |	 -0.0580529	 -0.17332	 -0.0478104	 -2.241e-05	 4.74e-06	 
300	 |	 -0.05896	 -0.172535	 -0.047864	 -8.88e-06	 0	 
301	 |	 -0.0388315	 -0.178728	 -0.0495897	 -0.00031516	 1.801e-05	 
302	 |	 -0.0384263	 -0.178293	 -0.0497001	 -0.00031367	 2.71e-06	 
303	 |	 -0.0384987	 -0.178841	 -0.0497125	 -0.00019012	 0	 
304	 |	 -0.0275564	 -0.182729	 -0.0511124	 -0.0009085	 7.48e-06	 
305	 |	 -0.0274076	 -0.182805	 -0.0512054	 -0.00090716	 -4.5e-06	 
306	 |	 -0.0301273	 -0.179321	 -0.0513868	 -0.00093651	 0	 
307	 |	 -0.0203807	 -0.185837	 -0.0524461	 -0.0017966	 8.85e-06	 
308	 |	 -0.0201616	 -0.185901	 -0.0525429	 -0.00180006	 -3.17e-06	 
309	 |	 -0.0203168	 -0.185858	 -0.0525018	 -0.00191381	 0	 
310	 |	 -0.0116831	 -0.190333	 -0.0544234	 -0.00456833	 -6.69e-06	 
311	 |	 -0.0114833	 -0.190131	 -0.0544125	 -0.00456129	 9.3e-07	 
312	 |	 -0.0113169	 -0.19004	 -0.0544132	 -0.00464369	 0	 
313	 |	 -0.00500353	 -0.193964	 -0.0561305	 -0.0103881	 -5.9e-06	 
314	 |	 -0.00544227	 -0.193613	 -0.0560611	 -0.010394	 1.04e-06	 
315	 |	 -0.00523726	 -0.193497	 -0.0561627	 -0.0104961	 0	 
